food_name,calories,protein,carbs,fats,estimated_gi,glycemic_load,food_type,meal_type
Aloo-Kumura,170,9,22.0,7.0,10.0,2.2,Veg,Unknown
Chak-So,240,20,28.0,15.0,40.0,11.2,Veg,Unknown
Mithing,200,25,30.0,8.0,40.0,12.0,Veg,Breakfast
Kharang,260,22,20.0,18.0,40.0,8.0,Veg,Breakfast
Gahat Dal,190,14,25.0,6.0,10.0,2.5,Veg,Unknown
Hawaitho,230,20,24.0,14.0,60.0,14.4,Veg,Breakfast
Tarela,180,12,15.0,10.0,48.0,7.2,Veg,Unknown
Kumura Ruti,200,15,20.0,8.0,6.0,1.2,Veg,Lunch/Dinner
Ting Gaar,210,18,22.0,12.0,40.0,8.8,Veg,Unknown
Panch Phoran Aloo,190,14,18.0,7.0,62.5,11.25,Veg,Lunch/Dinner
Lungba,250,20,25.0,16.0,25.0,6.25,Veg,Unknown
Bamboo Shoot Pickle,180,12,14.0,5.0,40.0,5.6,Veg,Unknown
Wang Roti,210,16,24.0,10.0,51.0,12.24,Veg,Breakfast
Gagri,220,20,18.0,12.0,30.0,5.4,Veg,Breakfast
Mula Roti,200,12,23.0,8.0,48.0,11.04,Veg,Breakfast
Ilish Bhaja,230,18,25.0,14.0,85.0,21.25,Non-Veg,Breakfast
Chingri Masala,260,20,22.0,16.0,17.5,3.85,Non-Veg,Breakfast
Aloo Kachri,190,12,20.0,6.0,90.0,18.0,Veg,Breakfast
Kumura Bhaji,170,10,18.0,5.0,65.0,11.7,Veg,Breakfast
Kharam,250,18,22.0,14.0,51.0,11.22,Veg,Breakfast
Kachri Bharta,180,14,22.0,8.0,90.0,19.8,Veg,Breakfast
Bhapa Mango,160,10,25.0,7.0,51.0,12.75,Veg,Breakfast
Pora,180,12,20.0,9.0,75.0,15.0,Veg,Breakfast
Tamuli,200,10,15.0,8.0,56.0,8.4,Veg,Unknown
Poro,190,14,22.0,7.0,0.0,0.0,Veg,Unknown
Moga,220,20,28.0,16.0,56.0,15.68,Veg,Breakfast
Kuchara,240,22,30.0,18.0,65.0,19.5,Veg,Breakfast
Gagri Curry,230,20,25.0,14.0,45.0,11.25,Non-Veg,Lunch/Dinner
Fing Roti,190,12,20.0,7.0,15.0,3.0,Veg,Breakfast
Chokha,200,15,22.0,9.0,85.0,18.7,Non-Veg,Breakfast
Pani Puri,210,20,30.0,10.0,85.0,25.5,Veg,Breakfast
Thukpa,220,18,28.0,12.0,65.0,18.2,Veg,Unknown
Moukok,240,22,20.0,15.0,0.0,0.0,Veg,Unknown
Dheki,180,14,18.0,7.0,67.5,12.15,Veg,Unknown
Bamboo Shoot Soup,170,12,20.0,6.0,40.0,8.0,Non-Veg,Unknown
Bara,190,15,22.0,8.0,50.0,11.0,Veg,Breakfast
Hawaitho Bharta,230,20,24.0,14.0,30.0,7.2,Veg,Breakfast
Aloo Curry,200,14,24.0,7.0,0.0,0.0,Veg,Breakfast
Mitha Bhaja,170,12,18.0,6.0,51.0,9.18,Veg,Breakfast
Ruti,190,15,22.0,8.0,70.0,15.4,Veg,Breakfast
Kharan Roti,200,14,20.0,9.0,47.0,9.4,Veg,Breakfast
Mula Bharta,180,12,22.0,7.0,0.0,0.0,Veg,Breakfast
Tarela Bharta,190,14,20.0,8.0,48.0,9.6,Veg,Breakfast
Masa Curry,250,20,25.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kachri Bhaji,170,10,20.0,6.0,90.0,18.0,Veg,Breakfast
Bamboo Shoot Salad,150,8,15.0,5.0,15.0,2.25,Non-Veg,Breakfast
Lungi,180,12,18.0,7.0,25.0,4.5,Veg,Breakfast
Gakhri,230,18,22.0,14.0,30.0,6.6,Veg,Breakfast
Fried Ilish,240,22,28.0,16.0,85.0,23.8,Non-Veg,Breakfast
Mithi Kachri,200,20,25.0,8.0,90.0,22.5,Veg,Breakfast
Bamboo Shoot Rice,200,12,28.0,7.0,73.0,20.44,Non-Veg,Unknown
Panch Phoran Bharta,190,15,20.0,6.0,65.0,13.0,Veg,Breakfast
Pora Bhaji,180,12,22.0,7.0,65.0,14.3,Veg,Breakfast
Dheki Bharta,200,14,24.0,8.0,30.0,7.2,Veg,Breakfast
Thukpa Curry,220,18,30.0,12.0,45.0,13.5,Veg,Lunch/Dinner
Moukok Bharta,250,22,25.0,15.0,30.0,7.5,Veg,Breakfast
Kharam Bhaji,230,18,20.0,14.0,51.0,10.2,Veg,Breakfast
Bamboo Shoot Pulao,210,14,28.0,9.0,65.0,18.2,Non-Veg,Lunch/Dinner
Kachri Masala,190,12,20.0,6.0,0.0,0.0,Veg,Breakfast
Ting Gaar Bharta,230,20,24.0,14.0,20.0,4.8,Veg,Breakfast
Fried Bamboo Shoot,200,14,18.0,8.0,0.0,0.0,Non-Veg,Unknown
Aloo Gachri,170,12,20.0,7.0,90.0,18.0,Veg,Breakfast
Bamboo Shoot Fry,180,10,22.0,6.0,0.0,0.0,Non-Veg,Unknown
Mangsor Bharta,220,18,25.0,12.0,51.0,12.75,Veg,Breakfast
Kachri Curry,190,14,22.0,8.0,90.0,19.8,Veg,Breakfast
Pachra,200,12,24.0,9.0,65.0,15.6,Veg,Breakfast
Ilish Curry,240,20,28.0,16.0,0.0,0.0,Non-Veg,Breakfast
Chingri Bharta,250,22,20.0,18.0,20.0,4.0,Non-Veg,Breakfast
Mithing Bharta,200,20,25.0,7.0,40.0,10.0,Veg,Breakfast
Pora Curry,190,12,22.0,8.0,0.0,0.0,Non-Veg,Breakfast
Mithing Masala,210,22,30.0,9.0,17.5,5.25,Veg,Breakfast
Bhapa Kachri,200,15,28.0,7.0,90.0,25.2,Veg,Breakfast
Pachra Bhaji,180,12,20.0,6.0,65.0,13.0,Veg,Breakfast
Gahat Bharta,190,14,22.0,8.0,20.0,4.4,Veg,Breakfast
Chakso Bharta,240,22,25.0,16.0,30.0,7.5,Veg,Breakfast
Gahar Roti,210,16,24.0,9.0,47.0,11.28,Veg,Breakfast
Pora Bharta,200,12,22.0,8.0,75.0,16.5,Veg,Breakfast
Tarela Curry,190,14,20.0,7.0,48.0,9.6,Veg,Lunch/Dinner
Mithi Bhaji,210,20,30.0,8.0,65.0,19.5,Veg,Breakfast
Chingri Curry,240,20,25.0,16.0,0.0,0.0,Non-Veg,Lunch/Dinner
Gagri Bhaji,220,18,20.0,14.0,65.0,13.0,Veg,Breakfast
Mitha Pulao,190,20,28.0,8.0,65.0,18.2,Veg,Lunch/Dinner
Bhapa Fish,230,18,26.0,15.0,0.0,0.0,Non-Veg,Breakfast
Moukok Masala,240,20,22.0,16.0,0.0,0.0,Veg,Breakfast
Bamboo Shoot Stir Fry,200,12,20.0,8.0,20.0,4.0,Veg,Lunch/Dinner
Kachri Pulao,210,16,25.0,9.0,65.0,16.25,Veg,Breakfast
Pora Masala,180,14,22.0,7.0,0.0,0.0,Non-Veg,Breakfast
Gahat Curry,190,12,20.0,8.0,45.0,9.0,Veg,Lunch/Dinner
Kharan Bharta,220,18,22.0,14.0,20.0,4.4,Veg,Breakfast
Ilish Bharta,240,20,25.0,16.0,85.0,21.25,Non-Veg,Breakfast
Pani Puri Bhaji,210,20,28.0,10.0,85.0,23.8,Veg,Breakfast
Chakso Curry,250,22,22.0,18.0,0.0,0.0,Veg,Lunch/Dinner
Mitha Curry,190,18,25.0,7.0,0.0,0.0,Veg,Lunch/Dinner
Tarela Bhaji,180,12,20.0,8.0,48.0,9.6,Veg,Breakfast
Bamboo Shoot Khichdi,210,14,28.0,10.0,0.0,0.0,Veg,Lunch/Dinner
Fried Mitha,200,20,25.0,8.0,95.0,23.75,Veg,Unknown
Bhapa Kachri Curry,190,14,22.0,7.0,0.0,0.0,Veg,Breakfast
Moukok Roti,220,22,25.0,16.0,0.0,0.0,Veg,Breakfast
Mithi Bharta,210,20,28.0,9.0,35.0,9.8,Veg,Breakfast
Kachri Soup,180,12,18.0,7.0,44.0,7.92,Veg,Breakfast
Aloo Bhaji,200,14,20.0,8.0,62.5,12.5,Veg,Breakfast
Bamboo Shoot Stir-Fry,190,12,22.0,6.0,20.0,4.4,Veg,Unknown
Fried Ilish Curry,230,20,24.0,16.0,0.0,0.0,Non-Veg,Breakfast
Chamcham Bhaji,200,18,25.0,9.0,65.0,16.25,Veg,Breakfast
Kachri Salad,180,12,22.0,6.0,15.0,3.3,Veg,Breakfast
Ilish Masala,250,22,26.0,18.0,0.0,0.0,Non-Veg,Breakfast
Moukok Soup,230,18,24.0,14.0,44.0,10.56,Veg,Unknown
Pachra Bharta,180,14,20.0,8.0,65.0,13.0,Veg,Breakfast
Kachri Roti,200,16,25.0,8.0,90.0,22.5,Veg,Breakfast
Mitha Roti,190,20,28.0,9.0,57.0,15.96,Veg,Breakfast
Bhapa Bamboo Shoot,180,14,22.0,7.0,0.0,0.0,Non-Veg,Breakfast
Fried Mitha Roti,200,22,25.0,10.0,0.0,0.0,Veg,Breakfast
Moukok Bhaji,230,20,22.0,14.0,65.0,14.3,Veg,Breakfast
Gahat Masala,190,14,20.0,8.0,0.0,0.0,Veg,Breakfast
Mitha Bharta,200,20,25.0,9.0,20.0,5.0,Veg,Breakfast
Pachra Curry,180,14,20.0,7.0,0.0,0.0,Non-Veg,Lunch/Dinner
Chamcham Curry,210,20,25.0,10.0,45.0,11.25,Veg,Breakfast
Gagri Roti,220,18,22.0,14.0,0.0,0.0,Veg,Breakfast
Pora Roti,190,14,22.0,7.0,75.0,16.5,Veg,Breakfast
Gahat Roti,190,14,25.0,8.0,48.0,12.0,Veg,Breakfast
Mitha Bhaji,200,20,25.0,10.0,65.0,16.25,Veg,Breakfast
Bhapa Bhaji,190,14,22.0,7.0,65.0,14.3,Veg,Breakfast
Gahat Bhaji,180,14,22.0,8.0,65.0,14.3,Veg,Breakfast
Tandoori Lobster,400,30,10.0,25.0,0.0,0.0,Non-Veg,Breakfast
Tamarind Fish,290,22,14.0,18.0,0.0,0.0,Non-Veg,Lunch/Dinner
Spicy Vegetable Soup,150,4,20.0,5.0,40.0,8.0,Veg,Breakfast
Fish Fry,330,25,10.0,22.0,0.0,0.0,Non-Veg,Lunch/Dinner
Grilled Chicken,280,30,5.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Chili Crab,360,28,12.0,25.0,50.0,6.0,Non-Veg,Breakfast
Mango Salad,180,6,30.0,8.0,51.0,15.3,Veg,Breakfast
Banana Pancakes,350,12,45.0,15.0,51.0,22.95,Veg,Lunch/Dinner
Beef Vindaloo,400,35,15.0,30.0,10.0,1.5,Non-Veg,Lunch/Dinner
Fish Tikka,300,22,8.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Shrimp Scampi,320,25,12.0,18.0,0.0,0.0,Non-Veg,Unknown
Coconut Milk Curry,340,28,15.0,25.0,45.0,6.75,Veg,Lunch/Dinner
Papaya Salad,160,7,35.0,4.0,15.0,5.25,Veg,Breakfast
Pineapple Rice,290,12,55.0,10.0,39.0,21.45,Veg,Unknown
Vegetable Samosas,250,8,30.0,15.0,85.0,25.5,Veg,Breakfast
Mutton Kebab,330,28,10.0,25.0,0.0,0.0,Non-Veg,Breakfast
Prawn Tempura,310,25,12.0,20.0,85.0,10.2,Non-Veg,Unknown
Curried Squid,340,28,14.0,22.0,45.0,6.3,Non-Veg,Breakfast
Roasted Lobster,360,30,10.0,25.0,0.0,0.0,Non-Veg,Unknown
Chicken Skewers,270,30,5.0,15.0,0.0,0.0,Non-Veg,Breakfast
Lamb Shank,450,40,20.0,30.0,0.0,0.0,Non-Veg,Unknown
Sweet Potato Fries,250,12,40.0,10.0,70.0,28.0,Veg,Breakfast
Fish Molee,320,28,15.0,18.0,0.0,0.0,Non-Veg,Lunch/Dinner
Lobster Bisque,330,25,12.0,20.0,0.0,0.0,Non-Veg,Unknown
Tamarind Rice,280,6,50.0,8.0,73.0,36.5,Veg,Lunch/Dinner
Spicy Crab Cakes,340,25,20.0,22.0,50.0,10.0,Non-Veg,Unknown
Mango Chutney,150,25,30.0,0.0,55.0,16.5,Veg,Breakfast
Grilled Prawns,290,28,10.0,20.0,0.0,0.0,Non-Veg,Unknown
Chicken Satay,300,30,8.0,15.0,0.0,0.0,Non-Veg,Breakfast
Vegetable Pakoras,280,10,25.0,12.0,75.0,18.75,Veg,Breakfast
Seafood Salad,260,22,15.0,10.0,15.0,2.25,Veg,Breakfast
Spicy Lobster,350,30,12.0,22.0,5.0,0.6,Non-Veg,Unknown
Coconut Chicken,340,30,20.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Prawn Biryani,410,30,50.0,22.0,50.0,25.0,Non-Veg,Lunch/Dinner
Vegetable Raita,140,6,10.0,5.0,30.0,3.0,Veg,Breakfast
Tandoori Prawns,320,28,10.0,20.0,0.0,0.0,Non-Veg,Breakfast
Fish Tikka Masala,350,30,15.0,20.0,0.0,0.0,Non-Veg,Breakfast
Grilled Mutton,330,28,10.0,25.0,0.0,0.0,Non-Veg,Unknown
Prawn Soup,250,20,10.0,15.0,44.0,4.4,Non-Veg,Lunch/Dinner
Fish Kababs,290,22,8.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Spicy Mutton Curry,370,35,15.0,28.0,0.0,0.0,Non-Veg,Lunch/Dinner
Fried Squid,320,25,12.0,20.0,73.0,8.76,Non-Veg,Unknown
Coconut Fish,290,25,15.0,18.0,45.0,6.75,Non-Veg,Unknown
Grilled Octopus,340,28,10.0,22.0,0.0,0.0,Non-Veg,Unknown
Mutton Shish Kebab,330,28,15.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Lobster Curry,370,30,15.0,22.0,45.0,6.75,Non-Veg,Lunch/Dinner
Spicy Chicken Wings,310,30,10.0,22.0,0.0,0.0,Non-Veg,Lunch/Dinner
Vegetable Pita,220,7,30.0,8.0,57.0,17.1,Veg,Breakfast
Prawn Tempura Sushi,340,25,40.0,18.0,55.0,22.0,Non-Veg,Unknown
Spicy Fish Stew,300,25,15.0,20.0,0.0,0.0,Non-Veg,Unknown
Vegetable Quinoa Salad,220,6,35.0,8.0,53.0,18.55,Veg,Breakfast
Chili Lobster,360,30,10.0,25.0,15.0,1.5,Non-Veg,Breakfast
Vegetable Roll,200,6,30.0,7.0,40.0,12.0,Veg,Breakfast
Coconut Prawns,330,25,15.0,20.0,45.0,6.75,Non-Veg,Unknown
Mutton Stew,380,35,10.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Vegetable Fritters,270,8,30.0,15.0,0.0,0.0,Veg,Breakfast
Lobster Salad,290,25,12.0,15.0,15.0,1.8,Non-Veg,Breakfast
Prawn Skewers,320,28,10.0,20.0,65.0,6.5,Non-Veg,Unknown
Spicy Fish Cake,320,25,15.0,22.0,0.0,0.0,Non-Veg,Unknown
Vegetable Pancakes,250,5,35.0,8.0,66.0,23.1,Veg,Breakfast
Prawn Curry Rice,370,30,50.0,20.0,0.0,0.0,Non-Veg,Unknown
Vegetable Chowder,200,6,30.0,7.0,0.0,0.0,Veg,Breakfast
Chicken Biriyani,400,30,55.0,20.0,50.0,27.5,Non-Veg,Breakfast
Seafood Tacos,330,25,40.0,18.0,70.0,28.0,Veg,Unknown
Fish and Chips,350,25,45.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Vegetable Kebab,220,7,25.0,8.0,25.0,6.25,Non-Veg,Breakfast
Spicy Crab Soup,290,20,15.0,18.0,35.0,5.25,Non-Veg,Unknown
Coconut Rice Pudding,300,20,45.0,12.0,45.0,20.25,Veg,Unknown
Grilled Fish Fillet,330,25,10.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Seafood Biryani,420,30,50.0,20.0,0.0,0.0,Veg,Lunch/Dinner
Mutton Soup,300,25,10.0,20.0,44.0,4.4,Non-Veg,Lunch/Dinner
Spicy Lobster Soup,340,28,15.0,20.0,10.0,1.5,Non-Veg,Unknown
Prawn Gyoza,320,25,30.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Chicken Masala Soup,300,25,12.0,20.0,0.0,0.0,Non-Veg,Breakfast
Spicy Prawn Salad,320,25,15.0,18.0,14.5,2.175,Non-Veg,Breakfast
Vegetable Spring Rolls,220,5,30.0,10.0,40.0,12.0,Veg,Breakfast
Prawn Salad,290,25,12.0,20.0,15.0,1.8,Non-Veg,Breakfast
Spicy Mutton Ribs,380,35,20.0,30.0,15.0,3.0,Non-Veg,Unknown
Mutton Kofta,330,28,15.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Coconut Prawn Curry,340,25,15.0,20.0,45.0,6.75,Non-Veg,Lunch/Dinner
Lobster Stir Fry,360,30,10.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Chicken Satay Skewers,300,30,8.0,15.0,0.0,0.0,Non-Veg,Breakfast
Prawn Fried Rice,340,25,50.0,15.0,73.0,36.5,Non-Veg,Lunch/Dinner
Fish Curry Rice,340,25,55.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Spicy Lobster Biryani,420,30,55.0,22.0,50.0,27.5,Non-Veg,Lunch/Dinner
Grilled Lobster,360,30,10.0,25.0,0.0,0.0,Non-Veg,Unknown
Chicken Curry with Rice,400,30,55.0,20.0,0.0,0.0,Non-Veg,Breakfast
Lobster and Prawn Skewers,340,25,20.0,22.0,45.0,9.0,Non-Veg,Unknown
Spicy Crab Curry,330,25,15.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Bagara Baingan,200,3,15.0,10.0,20.0,3.0,Veg,Unknown
Kheema Samosa,300,12,30.0,18.0,85.0,25.5,Veg,Breakfast
Gongura Pachadi,100,2,10.0,5.0,45.0,4.5,Veg,Breakfast
Qubooli,300,8,45.0,10.0,15.0,6.75,Veg,Unknown
Hyderabadi Marag,450,22,40.0,30.0,40.0,16.0,Non-Veg,Breakfast
Telangana Chicken Curry,400,18,35.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Poornalu,150,5,20.0,5.0,70.0,14.0,Veg,Unknown
Ulavacharu,180,8,10.0,7.0,65.0,6.5,Veg,Unknown
Saree Pappu,250,12,40.0,8.0,65.0,26.0,Veg,Unknown
Chili Chicken,350,15,25.0,22.0,0.0,0.0,Non-Veg,Breakfast
Kalakand,250,20,30.0,15.0,15.0,4.5,Veg,Lunch/Dinner
Karela Fry,200,5,10.0,12.0,15.0,1.5,Veg,Lunch/Dinner
Khubani Ka Meetha,350,30,50.0,15.0,51.0,25.5,Veg,Breakfast
Nizami Kebab,400,25,20.0,30.0,31.0,6.2,Non-Veg,Breakfast
Mutton Kheema,400,22,25.0,30.0,65.0,16.25,Non-Veg,Breakfast
Gutti Vankaya,200,6,20.0,12.0,65.0,13.0,Veg,Unknown
Chakna,350,20,30.0,15.0,42.0,12.6,Veg,Breakfast
Chole Masala,300,10,45.0,8.0,0.0,0.0,Veg,Breakfast
Prawns Curry,400,25,25.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Ghee Rice,350,6,60.0,15.0,73.0,43.8,Veg,Lunch/Dinner
Hyderabadi Khichdi,350,10,45.0,10.0,0.0,0.0,Veg,Breakfast
Pesarattu Dosa,250,8,35.0,10.0,50.0,17.5,Veg,Breakfast
Vankaya Curry,200,5,15.0,10.0,45.0,6.75,Veg,Lunch/Dinner
Kabab,350,20,15.0,30.0,50.0,7.5,Non-Veg,Breakfast
Kurkuri Bhindi,200,5,20.0,10.0,85.0,17.0,Veg,Breakfast
Methi Dal,250,12,35.0,8.0,10.0,3.5,Veg,Breakfast
Kakara Poothi,200,5,20.0,7.0,40.0,8.0,Veg,Breakfast
Rawa Idli,250,5,30.0,8.0,85.0,25.5,Veg,Breakfast
Sambhar,150,8,20.0,5.0,0.0,0.0,Veg,Lunch/Dinner
Chicken Hyderabadi,400,20,30.0,25.0,0.0,0.0,Non-Veg,Breakfast
Rajma Tikki,250,12,35.0,10.0,85.0,29.75,Veg,Breakfast
Biryani Masala,100,4,15.0,2.0,20.0,3.0,Veg,Breakfast
Kali Puri,300,6,40.0,10.0,85.0,34.0,Veg,Breakfast
Bhajji,250,10,25.0,15.0,65.0,16.25,Veg,Breakfast
Hyderabadi Haleem,450,20,50.0,25.0,15.0,7.5,Non-Veg,Unknown
Jowar Roti,200,6,40.0,4.0,47.0,18.8,Veg,Breakfast
Gosht Korma,400,22,35.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Bitter Gourd Curry,180,4,15.0,10.0,0.0,0.0,Veg,Lunch/Dinner
Chicken 65,350,20,25.0,25.0,0.0,0.0,Non-Veg,Breakfast
Haleem,450,30,55.0,20.0,50.0,27.5,Non-Veg,Breakfast
Onion Pakoda,300,10,25.0,15.0,10.0,2.5,Veg,Breakfast
Prawn Fry,350,20,20.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Chana Palak,250,10,35.0,8.0,42.0,14.7,Veg,Lunch/Dinner
Kache Aloo,250,6,40.0,8.0,10.0,4.0,Veg,Breakfast
Chole Chaat,200,12,30.0,10.0,62.0,18.6,Veg,Breakfast
Daal Bati,350,8,50.0,15.0,10.0,5.0,Veg,Lunch/Dinner
Khatta Dhokla,250,4,30.0,8.0,85.0,25.5,Non-Veg,Breakfast
Cheese Dosa,300,15,40.0,12.0,50.0,20.0,Veg,Breakfast
Onion Chutney,100,3,10.0,5.0,10.0,1.0,Veg,Breakfast
Gongura Mutton,450,22,40.0,30.0,0.0,0.0,Non-Veg,Unknown
Kuttu Paratha,250,10,40.0,12.0,30.0,12.0,Veg,Breakfast
Chappati,150,5,30.0,2.0,62.0,18.6,Veg,Breakfast
Kaddu Ki Sabzi,180,5,20.0,8.0,0.0,0.0,Veg,Lunch/Dinner
Chicken Keema,350,15,30.0,20.0,0.0,0.0,Non-Veg,Breakfast
Idiyappam,200,6,30.0,5.0,85.0,25.5,Veg,Breakfast
Kuzhambu,120,3,15.0,4.0,61.0,9.15,Veg,Unknown
Vada Curry,300,10,40.0,12.0,0.0,0.0,Veg,Breakfast
Chettinad Chicken,400,25,10.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Mutton Kola Urundai,450,25,12.0,22.0,0.0,0.0,Non-Veg,Lunch/Dinner
Egg Curry,350,18,10.0,22.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kothu Parotta,500,20,60.0,22.0,0.0,0.0,Veg,Breakfast
Pongal Sadam,250,8,35.0,9.0,70.0,24.5,Veg,Breakfast
Aviyal,180,4,25.0,7.0,10.0,2.5,Veg,Unknown
Vellai Kurma,220,6,30.0,8.0,0.0,0.0,Veg,Lunch/Dinner
Kollu Sundal,180,7,15.0,6.0,10.0,1.5,Veg,Unknown
Kara Kuzhambu,120,3,15.0,4.0,0.0,0.0,Veg,Breakfast
Javvarisi Payasam,300,25,45.0,15.0,25.0,11.25,Veg,Lunch/Dinner
Poondu Kuzhambu,100,2,12.0,3.0,0.0,0.0,Veg,Unknown
Pesarattu Dosai,200,7,28.0,7.0,50.0,14.0,Veg,Breakfast
Mutton Chukka,350,20,15.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Chicken Kothu Parotta,500,25,60.0,22.0,0.0,0.0,Non-Veg,Breakfast
Egg Dosai,300,20,30.0,20.0,50.0,15.0,Non-Veg,Breakfast
Masala Egg,300,18,10.0,20.0,0.0,0.0,Non-Veg,Breakfast
Fish Biryani,650,30,70.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Chicken Chettinad,450,20,15.0,25.0,0.0,0.0,Non-Veg,Breakfast
Kothu Chicken,500,22,60.0,22.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kothu Mutton,550,30,65.0,25.0,0.0,0.0,Non-Veg,Unknown
Sambar Idiyappam,250,8,35.0,8.0,85.0,29.75,Veg,Breakfast
Puli Sadam,220,8,30.0,7.0,51.0,15.3,Veg,Breakfast
Mango Pachadi,180,5,25.0,8.0,51.0,12.75,Veg,Breakfast
Thayir Vada,220,6,30.0,8.0,10.0,3.0,Veg,Unknown
Kuzhi Paniyaram,250,7,35.0,10.0,51.0,17.85,Veg,Unknown
Raw Banana Fry,200,6,30.0,10.0,51.0,15.3,Veg,Lunch/Dinner
Green Gram Sundal,150,7,20.0,5.0,10.0,2.0,Veg,Unknown
Pongal Vada,230,7,30.0,10.0,70.0,21.0,Veg,Breakfast
Kara Pidi,180,5,25.0,7.0,85.0,21.25,Veg,Breakfast
Chicken Ularthiyathu,500,22,20.0,30.0,0.0,0.0,Non-Veg,Breakfast
Fish Moilee,350,18,15.0,22.0,0.0,0.0,Non-Veg,Lunch/Dinner
Pudina Rice,220,7,30.0,8.0,73.0,21.9,Veg,Breakfast
Venn Pongal,250,6,35.0,8.0,70.0,24.5,Veg,Breakfast
Rajma Rice,300,8,45.0,10.0,73.0,32.85,Veg,Lunch/Dinner
Capsicum Rice,240,6,30.0,7.0,73.0,21.9,Veg,Unknown
Methi Rice,220,7,30.0,8.0,73.0,21.9,Veg,Breakfast
Vadai Curry,250,7,30.0,10.0,45.0,13.5,Non-Veg,Breakfast
Momos,200,12,25.0,5.0,80.0,20.0,Non-Veg,Unknown
Kinema,150,12,10.0,6.0,24.0,2.4,Veg,Unknown
Gundruk,100,8,12.0,2.0,0.0,0.0,Veg,Unknown
Sel Roti,300,5,60.0,10.0,0.0,0.0,Veg,Breakfast
Chhurpi,400,20,10.0,30.0,85.0,8.5,Veg,Breakfast
Sichuan Noodles,350,10,40.0,12.0,65.0,26.0,Veg,Unknown
Yak Cheese Pizza,500,20,50.0,25.0,60.0,30.0,Veg,Unknown
Tibetan Bread,350,7,70.0,10.0,90.0,63.0,Veg,Unknown
Pork with Bamboo Shoot,400,25,15.0,30.0,70.0,10.5,Non-Veg,Unknown
Dal Bhat,300,15,50.0,5.0,10.0,5.0,Veg,Breakfast
Bheda Ko Achar,250,20,10.0,15.0,0.0,0.0,Veg,Unknown
Momo Soup,200,12,20.0,8.0,44.0,8.8,Veg,Unknown
Aloo Tama,250,10,30.0,8.0,10.0,3.0,Veg,Breakfast
Mutton Tsukpa,350,25,40.0,20.0,65.0,26.0,Non-Veg,Lunch/Dinner
Vegetable Fried Rice,350,8,55.0,10.0,73.0,40.15,Non-Veg,Breakfast
Chicken Khaja,300,20,25.0,15.0,0.0,0.0,Non-Veg,Breakfast
Pumpkin Soup,150,5,20.0,2.0,65.0,13.0,Veg,Unknown
Beef Momos,250,15,25.0,10.0,0.0,0.0,Non-Veg,Unknown
Kodo Ko Roti,250,7,50.0,5.0,0.0,0.0,Veg,Breakfast
Mixed Vegetable Curry,200,6,25.0,8.0,0.0,0.0,Veg,Breakfast
Pork Dumplings,300,18,20.0,15.0,86.0,17.2,Non-Veg,Unknown
Kachila,350,25,15.0,20.0,90.0,13.5,Veg,Breakfast
Chicken Thukpa,350,20,30.0,15.0,0.0,0.0,Non-Veg,Breakfast
Beef Thukpa,400,25,25.0,20.0,0.0,0.0,Non-Veg,Unknown
Vegetable Momos,200,8,25.0,5.0,25.0,6.25,Veg,Breakfast
Potato Salad,150,4,20.0,5.0,95.0,19.0,Veg,Breakfast
Daal Soup,200,8,25.0,2.0,44.0,11.0,Veg,Lunch/Dinner
Chicken Dumplings,300,20,25.0,15.0,0.0,0.0,Non-Veg,Breakfast
Pork Ribs,400,25,10.0,30.0,0.0,0.0,Non-Veg,Unknown
Spinach Curry,150,8,15.0,5.0,15.0,2.25,Veg,Lunch/Dinner
Yak Meat Stew,350,25,15.0,20.0,65.0,9.75,Non-Veg,Unknown
Fried Fish,350,25,15.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Vegetable Steamed Momos,200,8,25.0,5.0,0.0,0.0,Veg,Breakfast
Beef Stew,350,25,20.0,30.0,0.0,0.0,Non-Veg,Unknown
Ginger Tea,50,0,10.0,0.0,15.0,1.5,Veg,Unknown
